Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
Western Banks,"Floating, holding onto an oar after dory capsized",M,20,FATAL,Y,UNKNOWN,UNKNOWN
Rhode Island,Swimming,M,UNKNOWN,"No injury, overalls ripped by shark",N,UNKNOWN,UNKNOWN
UNKNOWN,Bathing,M,UNKNOWN,Survived,N,UNKNOWN,UNKNOWN
Alabama,Fell overboard,M,23,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"""More than 20 persons severely bitten by sharks this year. Almost all were fatal""",Y,UNKNOWN,UNKNOWN
Sicily,Fishing on a boat,M,UNKNOWN,Non-Fatal,N,UNKNOWN,White sharks
Queensland,Swimming,M,12,"Feet bitten, surgically amputated FATAL",Y,Afternoon,Bull shark
New South Wales,Traveling by boat,M,UNKNOWN,"Disappeared, thought to have murdered or drowned or  taken by a sharks after entrails washed ashore",Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming to retrieve a flannel,M,UNKNOWN,Legs severed FATAL,Y,11h45,UNKNOWN
New York,Sailing,M,UNKNOWN,"Shark bit stern, no injury to occupant",N,15h00,10 shark
West Bengal,UNKNOWN,M,20,"Left hand severed, arm & right calf injured",N,11h00,UNKNOWN
West Bengal,Bathing in river,F,60,"Hands, forearm & left thigh lacerated, radial artery severed",N,UNKNOWN,UNKNOWN
Guerro,UNKNOWN,M,UNKNOWN,"Human remains recovered from a 15 shark, probable scavenging",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
West Bengal,Bathing in river,M,UNKNOWN,"FATAL, left forearm & hand bitten, brachial artery severed, died of secondary hemorrhage 11 days later ",Y,12h00,UNKNOWN
West Bengal,Bathing,M,11,"FATAL, right leg severed at mid-thigh, femur severed ",Y,10h00,UNKNOWN
New South Wales,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, shark rammed boat",N,13h00,12 shark
New South Wales,Bathing,F,13,Lacerations to leg,N,UNKNOWN,UNKNOWN
UNKNOWN,Diving for sponges,M,UNKNOWN,FATAL ,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Florida,UNKNOWN,M,UNKNOWN,"Drowned, body scavenged by shark",UNKNOWN,UNKNOWN,Invalid
Guadalcanal Province,UNKNOWN,M,UNKNOWN,"Arm & leg severed, survived ",N,UNKNOWN,UNKNOWN
South Island,UNKNOWN,M,UNKNOWN,Recovered,N,UNKNOWN,UNKNOWN
Andaman Islands,Swimming,M,23,FATAL,Y,UNKNOWN,3 sharks
New South Wales,Swimming,M,UNKNOWN,Thigh bitten,N,UNKNOWN,UNKNOWN
Valencia,Fishing,UNKNOWN,UNKNOWN,"No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT",N,UNKNOWN,2.5 m shark
Lau Group,UNKNOWN,M,UNKNOWN,"Severely bitten on heel, 20 others taken by sharks",N,UNKNOWN,UNKNOWN
California,Bathing,M,UNKNOWN,No details,N,UNKNOWN,UNKNOWN
North Island,Standing,M,19,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,The steamship Bonnie Dundee lost in collision,M,UNKNOWN,Partial  remains found in shark,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Mississippi,Floating with life buoy after pilot launch capsized,M,UNKNOWN,FATAL,Y,UNKNOWN,Tiger shark
New South Wales,Bathing,M,UNKNOWN,Laceration to leg,N,UNKNOWN, a small shark
East Java,Swimming,M,22,FATAL,Y,UNKNOWN,15 shark
UNKNOWN,Jumped overboard after murdering 2 shipmates,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Connecticut,Fishing,M,UNKNOWN,Leg bitten by netted shark PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
Off the coast of West Africa,Boat with 5 men capsized while returning to the Amerique,M,UNKNOWN, Du Vals leg was bitten but he survived,N,UNKNOWN,UNKNOWN
Off the coast of West Africa,Boat with 5 men capsized while returning to the Amerique,M,UNKNOWN,"FATAL, 2 of the crew were killed by sharks",Y,UNKNOWN,UNKNOWN
New York,Swimming,M,UNKNOWN,FATAL?,Y,Afternoon,8 shark
New York,Swimming,M,14,FATAL,Y,Afternoon,UNKNOWN
Misamis Oriental,UNKNOWN,F,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,M,UNKNOWN,"""Fearfully injured""",N,UNKNOWN,UNKNOWN
Western Cape Province,Wreck of the Union Steamship Company 982-ton iron steamer Kafir,M,UNKNOWN,"FATAL, shark removed large part of his hip",Y,UNKNOWN,UNKNOWN
UNKNOWN,Washed off raft,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Bathing in 2 feet of water,M,11,"FATAL, leg severed ",Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,11,Leg severely bitten & later surgically amputated,N,UNKNOWN,UNKNOWN
New South Wales,Washed overboard from the barque Mary Eady,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,"No injury, pulled overboard by a shark that grabbed his coat",N,Afternoon,13 shark
UNKNOWN,UNKNOWN,M,UNKNOWN,Partial human remains found in 13 shark,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Tasmania,UNKNOWN,M,UNKNOWN,Fingers injured by landed shark PROVOKED INCIDENT,N,UNKNOWN,7-gill shark
Victoria,Bathing,M,UNKNOWN,Thigh & foot bitten,N,Morning,UNKNOWN
Strait of Messina,Paddling,M,UNKNOWN,3 ribs broken by sharks tail,N,UNKNOWN,UNKNOWN
Viti Levu Island,UNKNOWN,M,15,"Thigh severely bitten, femur exposed ",N,UNKNOWN,UNKNOWN
Victoria,Fishing ,M,UNKNOWN,Severe bite to hand,N,UNKNOWN,UNKNOWN
Victoria,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Victoria,Swimming,F,UNKNOWN,Ankle injured,N,UNKNOWN,6 shark
KwaZulu-Natal,Body found floating next to his ship,M,UNKNOWN,"Although his body was bitten by a shark/s, bruises on his neck & face suggested foul play & a shipmate taken into custody but no charges made",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Hoogly River,UNKNOWN,M,UNKNOWN,"Thigh severely bitten, femur exposed & grooved",N,UNKNOWN,UNKNOWN
New York,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Cyclades archipelago,Diving for sponges,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Georgia,Bathing,M,UNKNOWN,Leg bitten,N,UNKNOWN,UNKNOWN
New South Wales,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Victoria,Bathing,M,UNKNOWN,"FATAL, rescued by man on horseback, but died on the beach  ",Y,UNKNOWN,UNKNOWN
Mount Lebanon,Sponge diving,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
"Between Hastings & Fairlight, Sussex",UNKNOWN,M,UNKNOWN,Leg abraded,N,UNKNOWN,Blue or porbeagle shark
Western Australia,Pearl diving,M,UNKNOWN,"""Severely bitten"" but survived",N,UNKNOWN,UNKNOWN
New South Wales,UNKNOWN,M,UNKNOWN,"FATAL, ""his side was  bitten""",Y,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,Foot severed at ankle,N,UNKNOWN,UNKNOWN
KwaZulu-Natal,UNKNOWN,UNKNOWN,UNKNOWN,"Press reported that a 3 m shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner",UNKNOWN,UNKNOWN,Invalid
North Island,Bathing,M,3,FATAL,Y,UNKNOWN,UNKNOWN
Queensland,Bathing,M,UNKNOWN,Forehead bitten,UNKNOWN,UNKNOWN,Shark involvement questionable
Queensland,Bathing,M,UNKNOWN,Thigh bitten,N,UNKNOWN,10 shark
Western Australia,Sitting on gunwale of boat,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Zadar County,Fishing,UNKNOWN,UNKNOWN,"Shark damaged boat, but no injury to occupants",N,UNKNOWN,UNKNOWN
UNKNOWN,Fishing,UNKNOWN,UNKNOWN,Shark and boat collided. No injury to occupants,N,UNKNOWN,UNKNOWN
Hawaii,Fishing,M,UNKNOWN,Thumb & thigh lacerated,N,UNKNOWN,UNKNOWN
New York,Bathing,M,UNKNOWN,Lacerations to groin,N,Afternoon,"68"" shark"
Veracruz ,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Gilbert Islands,Escaping from blackbirding vessel,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Salvaging a shipwreck,M,UNKNOWN,Heel bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Boat of the Resolution capsized in the breakers,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Newfoundland,Fishing,M,UNKNOWN,Shark bit & tipped the dory,N,UNKNOWN,White shark
UNKNOWN,Fleet of canoes caught by a squall and charged by sharks.,UNKNOWN,UNKNOWN,"2 people out of +70 survived, one of whom was bitten by sharks",Y,Night,UNKNOWN
New South Wales,Bathing,M,UNKNOWN,Thigh  severely bitten,N,UNKNOWN,UNKNOWN
Maryland,Fishing (Seining),M,UNKNOWN,Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,UNKNOWN,FATAL,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Queensland,Bathing,M,UNKNOWN,Survived,N,UNKNOWN,Hammerhead shark
Havana Province,Swimming / escaping imprisonment ,M,27,"Legs severed bitten, later surgically amputated",N,UNKNOWN,UNKNOWN
UNKNOWN,Swimming to avoid capture,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,M,UNKNOWN,"No injury, but according to Fosdyk, captain & crew were killed by sharks",UNKNOWN,UNKNOWN,UNKNOWN
Abaco Islands,Burning of the S.S. Missouri,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Fishing,M,UNKNOWN,No injury,UNKNOWN,UNKNOWN,Invalid
Hawaii,Canoeing,M,UNKNOWN,"Thigh bitten, shark teeth embedded in canoe",N,UNKNOWN,UNKNOWN
Queensland,Wreck of the 150-ton brig Maria,UNKNOWN,UNKNOWN,"FATAL, some were taken by sharks",Y,UNKNOWN,UNKNOWN
Lomaiviti Provine,boat capsized,M,UNKNOWN,Probable drowning,UNKNOWN,dusk,Shark involvement prior to death unconfirmed
Off the coast of South America,Adrift on a raft ,M,UNKNOWN,Leg bitten,N,Midnight,UNKNOWN
New South Wales,UNKNOWN,M,UNKNOWN,Human remains recovered from 11 shark,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Hawaii,Fishing,M,UNKNOWN,Limbs severed,N,UNKNOWN,UNKNOWN
New York,Shark fishing,M,UNKNOWN,Hand injured PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
Eastern Province,Bathing,M,UNKNOWN,Severe laceration to thigh,N,UNKNOWN,UNKNOWN
UNKNOWN,Suicide,M,UNKNOWN,FATAL,UNKNOWN,UNKNOWN,UNKNOWN
"22ºN, 88ºE",Bathing,M,30,"FATAL, left thigh & buttock bitten, died of pneumonia 7 weeks later  ",Y,UNKNOWN,UNKNOWN
New South Wales,UNKNOWN,M,UNKNOWN,"FATAL, ""caught by legs"" ",Y,UNKNOWN,UNKNOWN
Queensland,UNKNOWN,M,UNKNOWN,Survived,N,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,Feet grabbed,N,Night,Wobbegongs
North Carolina,Bathing,M,UNKNOWN,Foot bitten & toe severed,N,UNKNOWN,UNKNOWN
"22ºN, 88ºE",Bathing,M,40,"Left arm bitten, developed gangrene, surgically amputated",N,UNKNOWN,UNKNOWN
West Bengal,Bathing / standing,M,40,"Right foot & leg bitten, surgically amputated",N,UNKNOWN,UNKNOWN
Queensland,Fishing,M,13,bite to lower leg,N,UNKNOWN,UNKNOWN
"22ºN, 88ºE",Bathing,M,39,4 irregular lacerated wounds on right arm,N,UNKNOWN,UNKNOWN
"22ºN, 88ºE",Bathing,M,40,3 lacerated irregular wounds on anterior left thigh,N,UNKNOWN,UNKNOWN
Queensland,Bathing,M,17,Right thigh bitten,N,UNKNOWN,UNKNOWN
Tasmania,Canoeing,M,UNKNOWN,Shark bit canoe in half & bit man. Note: There is an earlier story of FATAL shark attack in same river,UNKNOWN,UNKNOWN,UNKNOWN
South Australia,Net fishing,M,UNKNOWN,Foot bitten,N,UNKNOWN,"Tiger shark, 7"
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Adriatic Sea,UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,White shark
Hoogly River,Standing,M,35,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",Y,UNKNOWN,Identified as C. gangeticus by Dr. J. Fayrer
UNKNOWN,A junk foundered,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Australia,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants, sharks teeth embedded in keel",N,UNKNOWN,UNKNOWN
Torres Strait,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Island,Bathing close inshore,M,UNKNOWN,Thigh bitten,N,UNKNOWN,"""Shark caught later"""
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Veracruz ,boat from the Austrian ship Elizabeth,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Villa Clara Province,boat from ship Josephine capsized in squall,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Victoria,UNKNOWN,UNKNOWN,UNKNOWN,"No injury, shark bit oar of customs boat",N,UNKNOWN,UNKNOWN
Matanzas Province (north coast),Painting a ship,M,UNKNOWN,"FATAL, pulled off float by shark, body not recovered ",Y,UNKNOWN,UNKNOWN
Alabama,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Australia,Fell overboard,M,UNKNOWN,Thought to have been taken by a shark. Body was not recovered,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
New York,Swimming alongside the schooner Catherine Wilcox,M,17,Multiple lacerations,N,09h00,UNKNOWN
Texas,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Cape Province,Fishing,M,UNKNOWN,"FATAL: Boat capsized, sharks took fishermen",Y,UNKNOWN,UNKNOWN
South Australia,Boarding a ship,UNKNOWN,UNKNOWN,"No injury to pilot, oar bitten",N,UNKNOWN,UNKNOWN
North Carolina,Wreck of the Aphrodite,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Alpes Maritime,Dragging a shark,M,UNKNOWN,Knee bitten PROVOKED INCIDENT,N,UNKNOWN,1.5 m shark
Edinburgh,UNKNOWN,M,UNKNOWN,Leg bitten 3 times,N,UNKNOWN,3 shark
New York,Swimming,M,13,Left thigh severely bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Eastern Catalona,Bathing,M,UNKNOWN,FATAL,Y,Evening,UNKNOWN
300 miles east of Mauritius,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,No injury,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Colón Province,Coming ashore on a hawser,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Foveaux Strait,Boat swamped,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Island,Standing / Bathing,M,UNKNOWN,Minor injury to hip,N,UNKNOWN,UNKNOWN
Sumatra,Reaching for life preserver,M,UNKNOWN,FATAL,Y,16h00,UNKNOWN
South Australia,Swimming,M,UNKNOWN,Presumed FATAL,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Conakry Region,"Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts)",M,18,"FATAL ""Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa""",Y,Evening,UNKNOWN
South Carolina,Bathing,M,UNKNOWN,Thrown into the air & bruised,N,UNKNOWN,UNKNOWN
Hawaii,Fishing,M,UNKNOWN,Hand severed by noosed shark PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
Queensland,Launching a boat,M,UNKNOWN,FATAL,Y,UNKNOWN,2 sharks
Victoria,Floating on back,M,UNKNOWN,Lacerations to right torso & ankle,N,20h00,UNKNOWN
KwaZulu-Natal,"Swimming, caught in strong backwash & disappeared",M,26,3.2 m [10.5] shark caught 9 days later contained human remains thought to be those of Canham,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
New South Wales,Bathing,M,17,FATAL,Y,Evening,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,10h00,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Corfu,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Island,Swimming,M,28,Right thigh and left foot severely bitten,N,UNKNOWN,UNKNOWN
Queensland,Trying to catch a wounded bird,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Island,UNKNOWN,UNKNOWN,UNKNOWN,UKNOWN,UNKNOWN,UNKNOWN,Questionable incident
UNKNOWN,Bathing,F,UNKNOWN,Survived,N,UNKNOWN,UNKNOWN
Malaga,UNKNOWN,M,UNKNOWN,Possible drowning and scavenging,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Malaga,Swimming,M,18,FATAL,Y,UNKNOWN,UNKNOWN
Cádiz,UNKNOWN,M,18,FATAL,Y,UNKNOWN,16 shark
Cádiz,Swimming alongside the SS Kearsarge,M,UNKNOWN,FATAL,Y,18h30,16 shark
KwaZulu-Natal,UNKNOWN,M,UNKNOWN,"""Very severe wounds""",N,UNKNOWN,UNKNOWN
KwaZulu-Natal,Bathing,M,UNKNOWN,Lacerations,N,UNKNOWN,UNKNOWN
Hawaii,UNKNOWN,F,UNKNOWN,Ankle bitten,N,UNKNOWN,UNKNOWN
Bonin Islands,Boat of a Hawaiian brig was stove in by  whale,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Bathing alongside the American ship Thomas W. Sears,M,UNKNOWN,FATAL,Y,10h30,UNKNOWN
UNKNOWN,Deserting the bark Nazarene,M,UNKNOWN,Lacerations,N,UNKNOWN,UNKNOWN
North Island,Bathing,M,UNKNOWN,"""Severely bitten but recovered""",N,UNKNOWN,UNKNOWN
Fernando Po Island,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Queensland,Bathing,M,UNKNOWN,Lacerations to fingers,N,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,UNKNOWN,Lacerations to leg,N,UNKNOWN,UNKNOWN
Nova Scotia,Gloucester fishing schooner run down,M,UNKNOWN,FATAL x 2,Y,Night,UNKNOWN
New York,Swimming,M,UNKNOWN,Toe severed,N,Evening,UNKNOWN
North Island,Swimming,M,UNKNOWN,"Leg bitten, surgically amputated",N,UNKNOWN,UNKNOWN
North Island,Bathing,M,UNKNOWN,FATAL Foot & leg bitten,Y,UNKNOWN,"4 ""ground shark"""
Mangaia Island,43-ton schooner Irene capsized & sank,M,UNKNOWN,Probable drowning ,Y,UNKNOWN,UNKNOWN
New Providence Island,"In boat being towed by ship, Karnak",M,UNKNOWN,FATAL,Y,UNKNOWN,Remains recovered from shark caught days later
Hawaii,Fell overboard,M,21,FATAL,Y,UNKNOWN,UNKNOWN
New York ,Swimming,M,UNKNOWN,Thought to have been taken by a shark/s. Bodies not  recovered,UNKNOWN,UNKNOWN,Shark involvement prior to deaths unconfirmed
New York ,Swimming,M,UNKNOWN,Thought to have been taken by a shark/s. Body not  recovered,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
UNKNOWN,Bathing,M,UNKNOWN,"Leg bitten, surgically amputated",N,UNKNOWN,UNKNOWN
Victoria,Bathing,M,22,FATAL,Y,15h00,UNKNOWN
Hawaii,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Vavau,Jumped overboard while intoxicated,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Florida,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,22,FATAL,Y,UNKNOWN,UNKNOWN
Isle of Wight,Swimming,M,UNKNOWN,Survived,Y,UNKNOWN,UNKNOWN
Victoria,Swimming,M,17,Severe bite to thigh. Not known if he survived,UNKNOWN,UNKNOWN,UNKNOWN
Victoria,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Carolina,ship William Penn grounded & broke apart,M,UNKNOWN,Foot bitten,N,UNKNOWN,UNKNOWN
UNKNOWN,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Australia,Fell overboard from the Malacca,F,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
South Australia,Fell overboard from the Sobella,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Makira-Ulawa Province,Swimming ,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Swimming ,M,UNKNOWN,"No injury & although reported as an attack, it  was simply an encounter",UNKNOWN,UNKNOWN,Invalid
New South Wales,Swimming,M,UNKNOWN,Leg bitten,N,UNKNOWN,UNKNOWN
North Carolina,Commercial Salvage Diving,M,UNKNOWN,No injury. Copper breastplate & harness bitten,N,UNKNOWN,White shark
South Carolina,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,Tiger shark (pregnant)
Corfu ,Swimming,M,UNKNOWN,Leg severed at knee,N,UNKNOWN,234-lb shark
Queensland,Fell into the water,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
North Carolina,Hard hat diving,M,UNKNOWN,"No injury, copper breastplate punctured",N,UNKNOWN,White shark
South Carolina,He was fighting a shark when his boat capsized & he disappeared,M,UNKNOWN, His gold watch was later found in a shark but death may have been due to drowning,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Florida,Knocked overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Swimming,M,UNKNOWN,Shark involvement prior to death was not confirmed,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Between Australia & USA,Fishing,M,UNKNOWN,Foot bitten by hooked shark PROVOKED INCIDENT,N,UNKNOWN,UNKNOWN
New South Wales,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Tongatapu,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Virginia,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,F,1,Death preceded shark involvement,UNKNOWN,UNKNOWN,Invalid
KwaZulu-Natal,Swimming from capsized boat,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Western Cape Province,Wreck of the steamship Birkenhead,M,UNKNOWN,"FATAL. All of the women & children on board survived, but many of the 445 men that perished were taken by sharks",Y,01h50,White sharks
North Island,Swimming,M,UNKNOWN,"FATAL, posterior thigh bared to femur, kneecap lacerated ",Y,UNKNOWN,Said to involve a 6 m to 7.3 m [20 to 24] shark
South Carolina,"Vessel capsized, wading ashore carrying an oar",M,UNKNOWN,"FATAL, body was not recovered",Y,UNKNOWN,UNKNOWN
Oaxaca,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
California,Hard hat diving,M,UNKNOWN,3 toes severed,N,UNKNOWN,18 shark
Hawaii,Swimming after his hat,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Lake Nicaragua (fresh water),Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,Bathing,M,UNKNOWN,FATAL,Y,Afternoon,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Victoria,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Florida,Attempting to rescue woman seized by shark,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Florida,Bathing,F,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New South Wales,boat capsized,M,UNKNOWN,Torso bitten but may have been postmortem,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Maryland,Swimming,M,15,Left leg severely bitten,N,UNKNOWN,UNKNOWN
Massachusetts,UNKNOWN,M,UNKNOWN,Human remains recovered from 4.9 m shark,UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
Norfolk,Standing,M,UNKNOWN,Shark struck him with its tail,N,UNKNOWN,UNKNOWN
Queensland,Swimming,M,UNKNOWN,Thigh & calf bitten,N,UNKNOWN,UNKNOWN
Massachusetts,Wading,M,UNKNOWN,Lacerations to arm,N,UNKNOWN,UNKNOWN
Corfu,Swimming,M,19,FATAL,Y,UNKNOWN,UNKNOWN
Hawaii,Hilo,M,UNKNOWN,Head & arm bitten,N,UNKNOWN,UNKNOWN
Queensland,Wreck of the Sovereign,M,UNKNOWN,Foot severed,N,UNKNOWN,UNKNOWN
UNKNOWN,Wreck of the Tweed,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Queensland,UNKNOWN,UNKNOWN,UNKNOWN,Foot severed at ankle joint,N,UNKNOWN,UNKNOWN
South Carolina,Swimming,M,UNKNOWN,"Disappeared, thought to have been taken by a shark",UNKNOWN,UNKNOWN,Shark involvement prior to death unconfirmed
South Carolina,Boating,M,UNKNOWN,Hand severed,N,UNKNOWN,UNKNOWN
Veracruz,Wreck of the USS Somers,M,UNKNOWN,"FATAL, some were taken by sharks",Y,UNKNOWN,UNKNOWN
UNKNOWN,Jumped into river,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Havana Province,Bathing,M,UNKNOWN,Leg severed,N,UNKNOWN,UNKNOWN
New South Wales,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Vera Cruz,Bathing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,M,UNKNOWN,Leg severed,N,UNKNOWN,UNKNOWN
Florida,Seine netting,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Florida,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,UNKNOWN,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Boat capsized,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
Island of St. Thomas,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
UNKNOWN,Fell overboard,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN
New Jersey,Swimming,M,15,Lacerations to leg,N,UNKNOWN,UNKNOWN
