Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,,
Carabobo,Bathing,M,,FATAL.,Y,,,,
Ascension Bay,Diving,M,,"No injury, left hip bumped by shark",N,,Tiger shark,,
"Abau Sub District, Central Province",Swimming to anchored boat,M,,"Fatal, lower abdomen bitten",Y,,,,
New South Wales,Swimming,M,19,"FATAL, thought to have been taken by a shark ",Y,,,,
Queensland,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,N,Afternoon,"Tiger shark, 6'",,
North China,Swimming alongside warship   Tsingt-ao,M,,"FATAL, leg severed  ",Y,,,,
California,Fishing,M,,Lacerations to hand by hooked shark PROVOKED INCIDENT,N,,,,
South Carolina,Swimming,M,,Foot & ankle lacerated,N,,,,
,Fishing,M,,Injured by harpooned shark PROVOKED INCIDENT,N,,,,
California,"Fishing, removing gaff from shark's mouth",M,27,Leg bitten by gaffed shark PROVOKED INCIDENT,N,,,,
Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,25,"FATAL, dragged out of diving helmet  ",Y,,,,
Lower San Juan River,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",,,"FATAL x 2, all other passengers & crew reached shore after a long swim",Y,,Thought to involve bull sharks,,
New South Wales,Hardhat diving,M,,"No injury, the shark knocked him off his feet",N,,6' shark,,
Nicoya Peninsula,Fishing,M,,"FATAL, pulled overboard by tuna, & bitten by shark ",Y,,,,
Basrah City,"Swimming, naked",M,9 or 10,"Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",N,Afternoon,Bull shark,,
West Bengal,Bathing,,,"2 survived,       1 FATAL",Y,,,,
Viti Levu,Wading,M,,unknown,N,,,,
Northern Territory,Canoe capsized by shark,M,,"Leg severed, but survived",N,,,,
New South Wales,Fishing,M,,Thumb bitten by landed shark PROVOKED INCIDENT,N,," Tiger shark, 3'",,
KwaZulu-Natal,"Watching seine netters with friends, one of whom picked up a netted shark",M,13,Leg bitten PROVOKED INCIDENT,N,,,,
New South Wales,Diving off jetty,M,24,Superficial lacerations on feet & toes,,Afternoon,Questionable incident,,
New South Wales,Surf skiing,M,,"No injury, ski bumped & he was thrown in the water. Ski had indentations",N,,,,
,Sponge diving,M,,FATAL,Y,,,,
Trinidad,Body surfing,M,50,Left hand and arm bitten,N,,"""grey-colored shark""",,
North Carolina,Fishing,M,,"No injury, boat towed by harpooned shark, PROVOKED INCIDENT",N,,,,
Torres Strait,Diving,M,17,Leg severed above knee,N,,,,
KwaZulu-Natal,Swimming,M,,"""Mauled""",N,,,,
North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,FATAL ,Y,,,,
Torres Strait ,Diving for trochus,M,17,FATAL,Y,,12' shark,,
,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,FATAL,Y,,,,
Queensland ,Swimming ,M,25,FATAL,Y,17h30,Tiger shark,,
Queensland,Swimming ,M,18,FATAL,Y,17h30,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",,
New South Wales,Swimming near jetty,M,16,Tooth imprints on torso,N,,2.4 m [8'] shark,,
New South Wales,Surf skiing,M,,"No injury, repulsed shark",N,,2.6 m [8.5'] shark,,
 Split-Dalmatia County,Fishing,M,,Injured by shark they were trying to catch PROVOKED INCIDENT,N,,,,
Argyllshire,Pleasure boating,,,"No injury to occupants, two 5-foot observation windows shattered",N,,Basking shark,,
Arran,Fishing,,,"No injury to occupants, propeller shaft damaged",N,,Basking shark,,
Argyll,Rowing,M,,3 people drowned when the boat was capsized by the shark,N,,Basking shark,,
Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",N,11h00,"Tiger shark, 9' to 10' ",,
,Swimming,M,,"No injury, no attack",,,Invalid,,
Colon Province,Swimming,M,21,FATAL,Y,,,,
Northern Territory,Pearl diving,M,,FATAL,Y,,,,
Liguria,,,,No injury,,,Invalid,,
,,,,FATAL,Y,,,,
New South Wales,"Fishing from launch, fell into net with shark",M,,Bitten by netted shark PROVOKED INCIDENT,N,,"Whaler shark, 4 m [13'] ",,
Texas,Swimming,M,14,FATAL,Y,Night,,,
Texas,Fishing,M,,Leg nipped by hooked shark PROVOKED INCIDENT,N,,4' shark,,
Queensland,"Refused permission to cross on the ferry, he was swimming across the river",M,33,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y,Night,2 days later a 600-lb shark was caught 100 yards from the site,,
New South Wales,Bathing,M,16,His body was recovered 2 days later but shark involvement prior to death was not confirmed,,,Shark involvement prior to death was not confirmed,,
Victoria,Swimming,M,43,Shark involvement prior to death was not confirmed,,,Shark involvement prior to death was not confirmed,,
New South Wales,Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Y,15h20,White shark,,
New South Wales,Swimming ashore after launch capsized,M,,Foot bitten,N,,,,
New South Wales,Fishing,,,"No injury to occupants, launch holed",N,03h00,,,
Queensland,Fishing,M,20,Left shoulder bitten by netted shark PROVOKED INCIDENT,N,,"3' ""blue nosed"" shark",,
South Australia,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed",,Night,Shark involvement prior to death was not confirmed,,
New South Wales,Holding shark's tail ,M,18,Bitten on forearm PROVOKED INCIDENT,N,,"Grey nurse shark, 8'",,
Torres Strait,,M,,Survived,N,,,,
Hawaii,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,Thigh lacerated,N,,6 m [20']  shark,,
Queensland,Sculling,,,"No injury to occupant. Shark damaged scull, tooth fragments recovered",N,,3 m [10'] shark,,
New South Wales,Fishing for the shark that killed George Lundberg,,,Hooked shark bit rudder PROVOKED INCIDENT,N,,,,
New South Wales,Swimming,M,15,"FATAL, leg severed at knee",Y,11h30,,,
Victoria,Fishing,M,50,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y,,Thought to involve a 12' white shark,,
Torres Strait,Spearfishing ,M,,Speared shark bit his hand PROVOKED INCIDENT,N,,0.9 m [3']  shark,,
,Wreck of a sampam,M,,FATAL,Y,,,,
Hawaii,Swimming,M,,Leg lacerated,N,,,,
Torres Strait,"Trochus diving, but floating on surface",M,,Flexed right leg bitten,N,,Large tiger shark seen in the vicinity the following morning,,
Fishing Grounds,Swept overboard,M,,"Bond's foot was injured, Kinch's back was injured",N,,,,
Newfoundland,Fishing for cod,,,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT",N,,"Shovelnose shark, 6 m [20'] ",,
Torres Strait,Pearl diving,M,,Torso bitten ,N,,,,
North Carolina,Fishing,M,13,Shark rammed boat; no injury to occupants,N,,,,
Massachusetts,Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y,15h30,White shark (identified by Dr. Hugh Smith) ,,
New Jersey,Fishing for bluefish,,,"No injury to occupants, shark leapt onboard boat",N,15h00,"Blue shark, 8' [2.4 m], 500-lb ",,
Torres Strait,Diving,M,,Survived? Admitted to Thursday Island Hospital,N,,,,
Western Cape Province,"Fishing, catching snoek, Thyrsites atun",,,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N,,,,
Torres Strait,"Diving for trochus , but swimming on surface",M,16,FATAL,Y,,"Tiger shark, 2.4 m [8']",,
Florida,Swimming,M,,FATAL,Y,,,,
Queensland,Diving for trochus,M,16,"Arm & back bitten, heel lacerated",N,10h00,"Tiger shark, 4.6 m [15'] ",,
Queensland,Diving,M,,Arm severed,N,,,,
Florida,Fishing,M,,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,N,,650-lb shark,,
Torres Strait,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,Survived,N,,,,
Queensland,Diving for trochus,M,,Right forearm lacerated,N,,,,
Northern Territory,Rowing ,,,"No injury to occupants, shark almost wrenched oar from aborigine",N,,,,
New South Wales,Touching the mouth of a supposedly dead shark,F,young,Finger bitten PROVOKED INCIDENT,N,,,,
Queensland,Sculling,M,,"No injury, scull sank",N,,10' shark,,
New South Wales,Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,15h00,White shark,,
South Australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL ,Y,18h00,White shark,,
Queensland,Surfing,M,17,Disappeared & his torn clothing washed ashore,,,Shark involvement prior to death was not confirmed,,
New South Wales,Paddleskiing,M,,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,,2.3 m [7'] shark,,
Victoria ,Swimming ,M,,FATAL ,Y,,,,
Victoria,Cruising,,,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,,4.3 m [14'] shark,,
Torres Strait,Diving?,M,20,Back & arm gashed but survived,N,,,,
North Carolina,Swimming,M,38,"FATAL, thigh bitten ",Y,20h30,,,
Central Province,Swimming,M,,FATAL,Y,,,,
Queensland,"Fell overboard, hanging onto lifebuoy",M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,Night,3.7 m [12'] shark,,
Isle of Wight,Fishing,M,,"The hooked shark didn't cut his finger, he was injured by his line",,,Invalid,,
Torres Strait,Diving for beche-de-mer from lugger,M,,"FATAL, right buttock & thigh bitten ",Y,,,,
California,fishing boat exploded & sank,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",,,Invalid,,
California,fishing boat exploded & sank,M,53,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",,,Invalid,,
,"Fishing with dynamite, afterwards in water retrieving catch",M,14,"FATAL, leg severed ",Y,,,,
Adriatic Sea,Swimming,F,22,FATAL,Y,15h00,,,
New Jersey,"Fishing for bluefish, shark leapt into dory",M,31,Arm lacerated by a shark that leapt onto boat ,N,,4.6 m [15'] shark,,
Makira-Uluwa Province,Fishing,M,,FATAL,Y,,,,
South Australia,,,,Shark bumped dinghy twice,N,,,,
Northern (Oro) Province,,,,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",N,,,,
KwaZulu-Natal,Put foot inside a landed & supposedly dead shark,M,,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,,"White shark, 246-kg ",,
Torres Strait,Pearl diving,M,,3 gashes on hand & wrist,N,,1.8 m [6'] shark,,
New South Wales,"Disappeared 11 days earlier, probable homicide victim",M,40,Captive tiger shark regurgitated his arm in the Coogee Aquarium,,,Invalid,,
,Diving,F,,Laceration to left leg,N,,,,
California,,M,,Laceration to hand  ,N,,,,
Queensland,Diving from dinghy for trochus shell,M,,Buttocks injured by fin or a bump ,N,Afternoon,,,
KwaZulu-Natal,Put foot inside mouth of supposedly dead shark,M,,Injury to foot    PROVOKED INCIDENT,N,,,,
Torres Strait,"Pearl diving, but standing in the water",M,,Left thigh abraded & 3 fingers lacerated,N,,Tiger shark 3 m  [10'] ,,
Queensland,Hauling in net with shark in it,M,38,Calf & shin bitten  PROVOKED INCIDENT,N,,"""Blue nose shark""",,
New South Wales,Surfing,M,,Abrasions to shins,N,,,,
New South Wales,Swimming,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,12h30,"White shark, 4 m [13'] ",,
New South Wales,Standing,M,22,"FATAL, thigh bitten ",Y,17h30,"White shark, 3.5 m to 4 m [11.5' to 13'] ",,
New South Wales,Surfing (pneumatic surfboard),M,20,"Thigh lacerated, abrasions",N,17h30,,,
New South Wales,Fishing,M,,"No injury, sleeve ripped",N,,"Tiger shark, 12' ",,
Queensland,Fishing for sharks,,,No injury to occupants,N,,2 sharks,,
Herzliyah,,,,human remains washed ahore,,,Shark involvement prior to death unconfirmed,,
Queensland,,M,5,No injury; onlookers saw 10' shark heading for him and lifted him ashore,,,Invalid,,
New South Wales,Splashing,F,13,Hands severed,N,20h15,"Tiger shark, 1.5 m [5'] ",,
New South Wales,Swimming (lead swimmer in race),M,19,"FATAL, left leg bitten ",Y,16h30,,,
New South Wales,Taken as he dived into the water,M,14,FATAL,Y,13h00,,,
New South Wales,Swimming & splashing,M,12,Leg injured,N,13h00,,,
Northern Territory,Bathing,F,38,FATAL,Y,,,,
Hamilton,Fishing,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,Night,,,
Torres Strait,Freediving for trochus shell (submerged),M,,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y,,,,
Hamilton,Fishing,M,,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,N,,1.5 m [5'] shark,,
Sicily,Fishing on a boat,M,,No injury to occupants,N,,"White shark, 4 m [13'] ",,
,Swimming,F,,"Reported  to be FATAL and involve a 6m white shark, but found to be a false report; there was no attack",,,Invalid,,
Queensland,Dived into sea from launch & bitten immediately,M,,"FATAL, body was not recovered",Y,,,,
Adriatic Sea,Swimming,F,18,FATAL,Y,,White shark,,
Georgia,Swimming,M,11,Lacerations to right leg,N,,,,
New South Wales,Fishing,N,,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N,,"Blue pointer, 11' ",,
New South Wales,Fishing,M,,Hand bitten while landing shark PROVOKED INCIDENT,N,Night,"A 6.5' ""blue-nosed shark""",,
Florida,Standing,M,8,FATAL,Y,,,,
Queensland,Body surfing,M,34,Leg lacerated & punctured,N,09h30,,,
KwaZulu-Natal,Swimming,M,,FATAL,Y,15h30,,,
KwaZulu-Natal,Swimming ,M,12,Right thigh lacerated,N,12h00,,,
New South Wales,Swimming in waist-deep water ,M,15,"FATAL, right leg lacerated",Y,12h30,4.3 m [14'] shark seen in vicinity,,
New South Wales,Swimming in hip-deep water,M,17,"FATAL, leg & buttocks removed ",Y,15h00,4 m [13'] shark seen in vicinity,,
New South Wales,Fishing ,,,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N,,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley",,
Torres Strait,Splashing in water ,M,,"Lacerated knee & foot, deep puncture wounds",N,12h00,3.4 m [11']  tiger shark & a 5' shark,,
Elqui Province,Fell into the water,M,,FATAL,Y,,,,
Istanbul,Fishing,M,,No injury,N,,,,
New South Wales,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15,"Bumped, chest bitten & badly injured",N,,,,
New South Wales,Swimming on sandbar adjacent to channel,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,15h30,4.3 m [14'] shark seen in area previous week,,
Torres Strait,Free diving for trochus ,M,,"FATAL, right buttock & thigh bitten ",Y,,"Tiger shark, 3.4 m [11'] ",,
Queensland,Pearl diving,M,17,"Hand badly injured, right arm surgically amputated above wrist",N,,Tiger shark,,
Queensland,Diving,M,,Hand severed,N,,,,
,Fishing,M,,"One man bitten on thigh, another on arm",N,,3 sharks,,
California,"Fishing, caught a 15' shark & took it onboard",M,,Severely lacerated arm PROVOKED INCIDENT,N,,"Blue shark, 4.5 m [14'9""]",,
South Carolina,Bathing,M,,Right heel & ankle bitten,N,,,,
Connecticut,Swimming,F,,Foot bitten,N,,,,
California,,M,50,Survived,N,,Tiger shark,,
Western Australia,Pearl diving,M,,"No injury, shark tore diving suit",N,,,,
South Carolina,Sitting in 3' of water,M,15,Right knee & left leg bitten,N,,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident,,
South Carolina,Standing,F,,Left calf bitten,N,,,,
Northern Territory,Fishing,M,,"No injury, ""shark chased him ashore""",,,Invalid,,
St Michael Parish,Yacht of Michael Howell capsized,,,"5 survived  & 4 perished, but shark involvement not confirmed",Y,,,,
Queensland,Fishing,M,,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,,7' to 8' shark,,
Queensland,Treading water,M,,Lacerations to legs from fins of shark,N,,,,
Havana Province,Swimming to shore from capsized sailboat,M,,FATAL,Y,,,,
Florida,Swimming,M,24,FATAL,Y,,Possibly a bull shark or tiger shark,,
New South Wales,Standing on his hands,M,,Abrasions to legs,N,,10' shark,,
Torres Strait,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,"Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,,4.4 m [14'] shark,,
South Australia,,,,No injury to occupants. Shark leapt into boat during sailing races,N,,,,
South Australia,Fishing,M,,Forearm injured by hooked shark PROVOKED INCIDENT,N,,Blue shark,,
Queensland,Swimming,M,38,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,17h30,,,
Northern Territory,,M,,Leg bitten,N,,,,
North Island,Fishing ,M,,Laceration to hand  PROVOKED INCIDENT,N,,,,
,Hurricane & Tidal Wave,,,,UNKNOWN,,,,
